# This dataset provides a comprehensive look at Airbnb prices in London. ,,,,,,,,,,,,,,,,,
# The dataset includes information such as realSum (the total price of the listing); multi (indicator if the listing belongs to hosts with 2-4 offers); biz (indicator if the listing belongs to hosts with more than 4 offers); bedrooms (0 for studios); dist (distance from city center) ; attr_index (accessibility of attractions within the city); rest_index (accessibility of restaurants within the city) etc. ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,rest_index,lng,lat
4842,532.7,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,7,80,2,3.83831812,0.166901502,272.9062177,513.9661347,-0.122,51.474
4843,269.06,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,98,0,5.415669876,0.554708732,222.8179923,489.6343265,-0.20016,51.52606
4844,119.01,Private room,FALSE,TRUE,2,FALSE,0,0,10,90,1,5.015159054,0.901156058,284.2124064,545.0613847,-0.05548,51.51167
4845,463.09,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,8,80,1,1.266600531,0.386867403,1063.226979,1414.692222,-0.12513,51.51961
4846,553.4,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,68,2,1.45535476,0.211406755,781.1901743,1287.484568,-0.1258,51.52136
4847,698.28,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,82,2,1.44427885,0.217823768,729.9998742,1336.04499,-0.12402,51.52112
4848,300.1,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,8.281560425,0.680775641,136.9810827,306.2006715,-0.19979,51.44914
4849,129.12,Private room,FALSE,TRUE,2,FALSE,0,1,6,77,1,6.343062215,0.60643443,199.1577515,465.0714932,-0.21827,51.50186
4850,262.71,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,1,0.667965837,0.246337393,828.1529623,2619.045612,-0.13069,51.51399
4851,310.45,Entire home/apt,FALSE,FALSE,5,TRUE,1,0,10,100,2,7.445065992,2.336296282,154.1281052,334.6689192,-0.06426,51.56238
4852,166.75,Private room,FALSE,TRUE,2,FALSE,1,0,9,96,1,7.272246914,1.007067209,157.6111994,353.9551172,-0.19685,51.45936
4853,1086.1,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,8,90,3,6.156407371,0.557854875,201.1497272,462.2506774,-0.20862,51.486
4854,478.37,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,10,92,2,9.238778146,0.991403484,121.2855695,269.1984035,-0.18042,51.43215
4855,262.71,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,0.50734276,0.207888296,906.9799169,2725.850607,-0.13048,51.51249
4856,232.84,Private room,FALSE,TRUE,3,FALSE,0,1,9,91,1,0.622898035,0.173209397,822.4362008,2664.648042,-0.13482,51.51157
4857,206.73,Private room,FALSE,TRUE,2,FALSE,0,1,9,88,1,0.591268098,0.186935042,861.3700178,2710.167494,-0.13398,51.51178
4858,219.67,Private room,FALSE,TRUE,3,FALSE,0,1,9,94,1,0.598791605,0.129541877,844.8592151,2605.704148,-0.13487,51.51113
4859,271.41,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,8.204902608,0.767596566,138.2136978,308.7245378,-0.19847,51.44938
4860,453.68,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.659052547,0.140713638,570.9035498,866.2915452,-0.075,51.5111
4861,755.19,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,97,2,3.903620831,0.618862819,303.4034909,644.2446202,-0.17581,51.52629
4862,154.99,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,7.387925211,2.265565857,149.9788698,315.1744883,-0.11671,51.44227
4863,426.63,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,8,92,2,6.073793023,1.228968537,198.7132568,434.1213705,-0.05432,51.53824
4864,149.82,Private room,FALSE,TRUE,2,TRUE,0,0,9,96,1,6.628150306,1.668291456,171.635741,384.1474938,-0.07964,51.55987
4865,500.25,Private room,FALSE,TRUE,4,FALSE,1,0,7,73,1,4.627897841,0.340953689,311.1747094,666.6183085,-0.062,51.516
4866,253.53,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,80,1,5.886721839,0.128234986,214.1543811,506.1502384,-0.20685,51.4897
4867,201.56,Shared room,TRUE,FALSE,6,FALSE,0,1,10,100,1,5.052644469,0.209578105,264.3551811,636.8614339,-0.196,51.493
4868,543.05,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,9,93,3,6.493198276,0.201509144,190.9826269,440.5603793,-0.21606,51.48959
4869,460.26,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,1,0.293938141,0.168092873,1206.301482,2564.239507,-0.12998,51.51047
4870,219.9,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,8,77,1,3.781590922,0.614711129,311.2996479,668.0091038,-0.17503,51.52494
4871,206.73,Private room,FALSE,TRUE,2,FALSE,0,1,10,91,1,0.658711808,0.324711208,818.6973048,2795.666948,-0.13335,51.51299
4872,269.06,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,91,0,7.869801343,0.956898663,152.4802575,350.9635414,-0.24058,51.50346
4873,567.51,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,8,85,0,4.8174901,0.239868532,284.0473826,725.8114996,-0.1923,51.49285
4874,349.02,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,7.123936655,0.352830903,173.2686118,396.6004821,-0.23011,51.50799
4875,288.34,Private room,FALSE,TRUE,2,FALSE,0,0,10,99,1,4.209781085,0.909943834,310.6020545,782.644021,-0.07304,51.52495
4876,371.13,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,0,3.935028437,0.364567414,483.4246373,792.4089377,-0.071,51.511
4877,633.6,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,80,2,1.240764895,0.346450325,625.6906866,1687.734637,-0.13645,51.51798
4878,210.73,Private room,FALSE,TRUE,2,FALSE,0,1,10,91,1,2.281373521,0.177826513,447.245741,981.790754,-0.13564,51.52819
4879,221.31,Private room,FALSE,TRUE,3,FALSE,0,1,9,89,1,2.255299387,0.169015895,450.9846273,993.484531,-0.13544,51.52798
4880,501.66,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,4.072867039,0.671584938,369.6772801,890.3368181,-0.07268,51.52134
4881,449.92,Private room,FALSE,TRUE,2,FALSE,0,1,9,96,1,4.115449416,0.649188964,388.2030718,925.7486394,-0.07184,51.52103
4882,133.12,Private room,FALSE,TRUE,2,FALSE,0,1,8,81,1,4.233464864,0.436180731,380.8441263,712.9055204,-0.067,51.513
4883,154.99,Private room,FALSE,TRUE,2,FALSE,0,1,8,76,1,4.221305022,0.507077136,395.1345959,708.8680028,-0.067,51.512
4884,152.64,Private room,FALSE,TRUE,2,FALSE,1,0,8,100,1,9.263774788,0.358256345,122.2016925,269.5978002,-0.2077,51.44181
4885,191.21,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,8,80,1,7.54709741,1.870441831,146.7330923,357.8380704,-0.12531,51.44051
4886,633.6,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,88,0,0.669004745,0.250350433,827.2581579,2656.173163,-0.13091,51.51395
4887,144.64,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.902549521,0.797859315,219.4679518,419.40816,-0.04695,51.49142
4888,226.25,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,8,85,1,6.626744842,1.414226834,183.14319,402.7838696,-0.04473,51.53799
4889,108.66,Private room,FALSE,TRUE,2,FALSE,1,0,9,85,1,6.433852069,0.185235893,193.6293661,448.7717336,-0.21603,51.49126
4890,331.15,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,77,0,4.100818788,0.702127593,290.0307002,692.8414774,-0.08034,51.53051
4891,1013.43,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,87,2,5.388581157,0.082035921,239.3618023,542.2829952,-0.19688,51.48663
4892,177.1,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,7.068548597,1.064294453,159.8877183,353.238069,-0.11705,51.57152
4893,362.19,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,100,2,9.866769168,0.768359306,139.4205898,276.9461339,0.0135,51.49746
4894,128.88,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,7.279517729,2.268347337,157.7130982,343.9425745,-0.06683,51.5617
4895,1067.05,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,87,2,5.516338981,0.251045098,229.5506936,521.1310127,-0.19721,51.48455
4896,1174.3,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,8,90,2,5.488674463,0.188397575,232.7651494,529.5473283,-0.19841,51.48653
4897,439.57,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,6.242801744,1.551034799,181.7653054,401.888382,-0.08357,51.55728
4898,154.99,Private room,FALSE,TRUE,2,FALSE,1,0,10,96,1,8.074677548,1.957169882,137.5965638,301.7538206,-0.12607,51.43576
4899,168.16,Private room,FALSE,TRUE,4,FALSE,0,1,6,70,1,3.889667677,0.117836991,269.6803986,509.6647417,-0.12178,51.47355
4900,202.97,Private room,FALSE,TRUE,4,FALSE,0,1,8,78,1,4.408679674,0.5994843,353.2055297,665.7231852,-0.06443,51.51285
4901,174.51,Private room,FALSE,TRUE,2,FALSE,0,1,8,83,1,4.332845891,0.640433765,377.6445061,672.1303306,-0.0653,51.51138
4902,174.51,Private room,FALSE,TRUE,2,FALSE,0,1,9,83,1,4.353440137,1.061333173,294.5520283,712.7964728,-0.07182,51.52631
4903,175.69,Private room,FALSE,TRUE,3,FALSE,0,1,8,90,1,5.071502625,1.138134651,281.3307124,532.4688942,-0.0545,51.50961
4904,148.64,Private room,FALSE,TRUE,2,FALSE,0,1,8,87,1,5.066280246,0.943558776,279.9045867,537.4116255,-0.05472,51.51148
4905,584.44,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,97,2,5.775787842,0.280265498,230.5363456,446.4945073,-0.046,51.498
4906,195.44,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,5.920872917,2.363180769,194.9449772,433.0359711,-0.07117,51.54828
4907,581.86,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,9,94,3,5.617414867,1.481772394,201.0623095,461.638101,-0.08575,51.55157
4908,419.11,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,2.593392222,0.441451614,390.1155446,870.836549,-0.10821,51.52828
4909,182.27,Private room,FALSE,TRUE,2,FALSE,0,0,8,93,1,6.81774693,2.303706316,168.0074574,371.2845289,-0.07,51.558
4910,641.36,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,100,1,0.308337764,0.151384528,1094.858845,2607.886258,-0.1299,51.51066
4911,296.1,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,87,1,5.848699391,0.893595,227.8896877,459.3976652,-0.04378,51.51408
4912,551.99,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,100,1,5.84836388,0.87791631,227.7446327,459.2754671,-0.04381,51.51422
4913,594.79,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,95,1,3.210841253,0.740152331,358.5762784,623.9320332,-0.09056,51.49098
4914,355.61,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,98,1,5.887390657,2.025264186,194.0645423,441.547875,-0.07693,51.5508
4915,133.35,Private room,FALSE,TRUE,2,FALSE,1,0,9,90,1,3.435722821,0.9824113,327.2656931,577.1940587,-0.09125,51.48732
4916,873.96,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,8,87,1,5.312581832,0.408256097,258.5245728,523.5971508,-0.18891,51.47985
4917,215.9,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,4.459692789,0.935344703,364.563768,620.423272,-0.06331,51.50718
4918,206.73,Private room,FALSE,TRUE,2,FALSE,0,1,9,88,1,4.424123785,0.879053854,371.0459991,623.2927043,-0.06391,51.50596
4919,174.51,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,4.081836076,0.647681653,397.48287,929.6958981,-0.07235,51.52102
4920,171.92,Private room,FALSE,TRUE,2,FALSE,0,1,9,83,1,4.210329863,0.69668976,338.845564,814.4823584,-0.07059,51.52138
4921,131.94,Private room,FALSE,TRUE,2,,0,1,8,83,1,7.308858377,0.397874053,166.8330945,391.554423,-0.23196,51.50021
4922,148.64,Private room,FALSE,TRUE,2,FALSE,0,1,7,67,1,3.600930264,0.230681269,341.249742,796.5637853,-0.17841,51.51454
4923,258.71,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,6.016900993,2.159164812,190.5712204,455.3178609,-0.07523,51.55146
4924,166.51,Shared room,TRUE,FALSE,2,TRUE,1,0,10,97,1,4.055899812,0.205729321,397.6427129,787.8793865,-0.06983,51.51409
4925,314.21,Private room,FALSE,TRUE,2,FALSE,0,1,10,96,1,5.003962391,0.695049889,282.0966081,552.9001257,-0.05594,51.51361
4926,872.55,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,80,2,4.178536998,0.321968388,379.9731468,740.3158729,-0.06801,51.51396
4927,517.18,Private room,FALSE,TRUE,2,FALSE,0,1,10,92,1,4.216352367,0.45903153,389.2304997,715.0177342,-0.06716,51.51253
4928,106.07,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,5.086735569,0.598564543,246.1933854,545.2712708,-0.06297,51.52997
4929,258.71,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,97,1,3.551039522,0.207674859,439.8455564,1017.958091,-0.07769,51.51554
4930,359.37,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,9,93,1,4.452810076,0.739067905,354.8792141,643.1872651,-0.06356,51.51132
4931,187.45,Private room,FALSE,TRUE,3,FALSE,0,1,9,88,1,4.157664261,0.626000947,354.2429282,892.4171297,-0.07105,51.52078
4932,530.12,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,93,1,0.163872271,0.312193107,1257.5896,2034.674811,-0.12975,51.50879
4933,898.42,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,92,1,4.283112003,0.531039954,379.3217799,692.4758564,-0.06615,51.51228
4934,517.18,Private room,FALSE,TRUE,2,FALSE,0,1,9,75,1,4.769542634,0.336406762,297.5298774,611.886653,-0.05994,51.51605
4935,504.25,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,2,20,1,4.950958224,0.366087037,266.1118424,603.0593215,-0.19106,-0.03331
4936,210.73,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,1,2.303504655,0.281000886,441.5758137,979.7363035,-0.13773,51.52802
4937,262.71,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,0.609794039,0.290884513,941.8909513,2776.385332,-0.13066,51.51344
4938,239.19,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,84,1,7.864544559,2.537792429,146.4746548,315.6175471,-0.05563,51.56298
4939,879.14,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,87,2,4.281322346,0.542111347,381.3202529,691.6561402,-0.06615,51.51212
4940,174.51,Private room,FALSE,TRUE,2,FALSE,0,1,8,79,1,4.370105597,0.620978846,365.335093,667.6436699,-0.06485,51.51202
4941,154.99,Private room,FALSE,TRUE,2,FALSE,1,0,9,89,1,4.519864324,0.342688382,320.5210421,701.5261294,-0.06372,51.51643
4942,197.79,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,8.15927487,1.80920541,136.2239402,301.2083165,-0.129,51.435
4943,100.9,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,10.01286236,6.179899957,117.4831179,238.7686885,-0.03368,51.44003
4944,100.9,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,10.10574593,6.244672594,116.3255435,236.3001743,-0.03331,51.43913
4945,108.66,Private room,FALSE,TRUE,2,FALSE,0,0,10,92,1,7.641976641,1.015170275,148.5391535,320.4716412,-0.08146,51.57072
4946,258.71,Private room,FALSE,TRUE,2,TRUE,1,0,10,99,1,3.894016436,0.119950293,269.4301255,509.0459716,-0.12149,51.47353
4947,113.83,Private room,FALSE,TRUE,2,FALSE,0,1,7,68,1,7.479939114,1.705514654,150.768481,334.7540767,-0.18468,51.45136
4948,186.03,Private room,FALSE,TRUE,2,TRUE,0,0,10,100,1,3.623581046,0.391562603,344.8512236,888.884024,-0.08201,51.52428
4949,995.55,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,5.322527833,1.19691367,211.2026249,471.9943806,-0.08889,51.54965
4950,258.71,Private room,FALSE,TRUE,2,FALSE,0,1,9,93,1,0.626748924,0.284059155,849.0289549,2571.928101,-0.12934,51.51384
4951,323.15,Private room,FALSE,TRUE,4,FALSE,0,1,9,90,0,4.91315633,0.488141536,286.8474439,575.0699513,-0.0576,51.51516
4952,299.87,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,0,4.891198914,0.444587203,288.057579,580.8267986,-0.058,51.51547
4953,298.69,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,0,4.807433264,0.43851348,296.1928697,599.4673387,-0.05916,51.51523
4954,284.34,Private room,FALSE,TRUE,2,FALSE,0,1,8,60,0,4.809507432,0.41346827,295.4006256,599.24446,-0.05919,51.51546
4955,302.45,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,0,4.916347107,0.46234312,285.9968127,575.4569154,-0.05762,51.51542
4956,317.98,Private room,FALSE,TRUE,4,FALSE,0,1,10,100,0,4.81858643,0.440826374,295.1319303,596.7324594,-0.059,51.51524
4957,191.21,Private room,FALSE,TRUE,2,FALSE,0,1,8,84,0,5.655397849,0.326313891,227.6650144,525.2654858,-0.2055,51.49369
4958,243.19,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,95,0,4.96576828,0.898058708,247.738984,535.089919,-0.18189,51.47935
4959,426.63,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,100,2,7.48487778,2.259026372,153.2290177,332.6173532,-0.0647,51.56302
4960,345.26,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,94,0,3.935032848,0.364570395,483.4245481,792.4063252,-0.071,51.511
4961,185.09,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,6.658860561,1.376154127,172.7220135,386.0780459,-0.19064,51.46329
4962,213.55,Private room,FALSE,TRUE,2,FALSE,0,0,9,97,1,6.43281,2.724160812,179.2365848,394.5436795,-0.06708,51.55216
4963,806.7,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,93,1,6.598957698,0.655053692,185.2081492,425.1446038,-0.21467,51.48471
4964,367.37,Private room,FALSE,TRUE,3,FALSE,1,0,9,95,1,4.615971555,0.159048747,304.2173135,669.7461981,-0.06296,51.51826
4965,360.78,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,96,0,3.935024338,0.364563242,483.4262314,792.4091382,-0.071,51.511
4966,886.43,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,87,1,4.264739288,0.500971776,380.714806,699.7387768,-0.06645,51.51248
4967,1009.2,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,95,3,4.79066219,0.410299856,297.1992368,603.6735258,-0.05946,51.51544
4968,1940.78,Entire home/apt,FALSE,FALSE,6,TRUE,0,0,9,99,3,0.72023962,0.343678715,770.957115,2631.13501,-0.13437,51.51318
4969,350.67,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,6,72,1,4.334836242,0.431008556,349.5310974,706.5434837,-0.066,51.515
4970,633.83,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,20,2,4.58205409,0.441935201,306.7689448,676.1404619,-0.18905,51.49347
4971,1067.29,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,40,2,1.073659282,0.251921845,650.4121547,1961.218654,-0.13799,51.51542
4972,262.71,Private room,FALSE,TRUE,4,FALSE,0,0,9,85,1,6.458998781,1.407878934,198.1813389,381.8880056,-0.04102,51.48699
4973,174.75,Private room,FALSE,TRUE,2,FALSE,0,1,9,84,1,4.696944744,0.892873639,319.9059116,593.2696609,-0.06,51.511
4974,146.05,Private room,FALSE,TRUE,4,FALSE,1,0,9,90,0,6.99206557,2.489483831,164.2131601,359.4378262,-0.06637,51.55827
4975,144.88,Private room,FALSE,TRUE,2,FALSE,0,1,8,79,1,4.56788376,0.702942712,331.0075438,629.8824666,-0.0621,51.51272
4976,142.29,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,5,7.252992734,3.051496956,159.4124886,346.1927599,-0.058,51.557
4977,3001.72,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,100,3,4.071876854,0.530701407,364.1430458,738.4401736,-0.18486,51.50069
4978,504.72,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,7,80,2,7.403115791,1.794721291,152.2627809,337.7308677,-0.18354,51.45173
4979,798.23,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,85,2,5.533679393,0.134075652,228.2307225,520.5545948,-0.193,51.48
4980,168.16,Private room,FALSE,TRUE,2,FALSE,0,0,10,97,1,3.556066476,0.49546516,292.2443623,543.6017855,-0.12547,51.47639
4981,233.07,Private room,FALSE,TRUE,2,FALSE,0,0,8,100,1,6.038151411,1.372924018,187.6274879,413.9771238,-0.08643,51.55616
4982,191.44,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,5.720533236,0.410072129,225.2474237,521.0686928,-0.20684,51.49447
4983,161.81,Private room,FALSE,TRUE,2,FALSE,1,0,8,80,1,5.358264773,1.208457683,209.881007,468.6106138,-0.08897,51.55005
4984,191.44,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,5.662678532,0.320900957,227.2709533,524.6108239,-0.20559,51.49365
4985,191.44,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,5.656224455,0.390968694,228.1498251,526.1346239,-0.2058,51.4943
4986,191.44,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,5.704665299,0.323791036,225.2712605,521.8087545,-0.20625,51.49371
4987,191.44,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,5.727229552,0.421016614,225.0367745,520.6669067,-0.20698,51.49456
4988,191.44,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,5.700821178,0.205451389,224.6034679,519.6401404,-0.20564,51.4926
4989,129.35,Private room,FALSE,TRUE,2,FALSE,0,1,8,70,1,3.930153929,0.114433894,415.1457633,826.6315827,-0.0717,51.51422
4990,262.71,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,100,1,5.129362928,0.609263355,229.0379149,492.4079462,-0.1722,51.54504
4991,212.38,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,4.961362628,0.20514768,272.116144,575.9124315,-0.05856,51.52004
4992,426.87,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,93,2,6.887392763,0.779370889,176.9861755,389.3697718,-0.22531,51.51871
4993,439.8,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,9,84,1,4.204343167,0.37297097,347.9251769,784.774634,-0.06891,51.51785
4994,388.06,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,80,1,3.978866511,0.581053299,364.87837,920.7560929,-0.07405,51.52121
4995,154.99,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,13.41895724,9.174093892,87.30230324,177.3261999,0.00065,51.41813
4996,413.93,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,100,1,7.268252917,1.817285703,157.4027418,349.5616884,-0.07237,51.56387
4997,552.46,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,1,5.212104388,0.881187681,266.358709,521.55003,-0.05281,51.51295
4998,130.77,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,5.610024939,1.493858543,201.3610044,460.429823,-0.0854,51.55136
4999,174.75,Private room,FALSE,TRUE,2,FALSE,0,1,9,85,1,4.191994726,0.686493774,343.7698751,829.9758643,-0.07083,51.52131
5000,279.4,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,90,0,4.946090452,0.505092355,284.0209478,568.6388064,-0.05712,51.51516
5001,504.72,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,92,3,7.315165769,1.85333742,154.1475028,341.9027316,-0.18323,51.45254
5002,180.86,Private room,FALSE,TRUE,3,FALSE,1,0,10,100,1,5.821640505,1.008932239,235.1939869,462.5931308,-0.044,51.513
5003,357.25,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,6.874492184,0.749118099,164.5397905,379.788047,-0.11383,51.56952
5004,133.35,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,1,4.557288874,0.939917588,346.2525442,599.4461572,-0.06195,51.50642
5005,7115.64,Entire home/apt,FALSE,FALSE,3,TRUE,0,1,10,95,3,0.269092685,0.227190696,1100.401859,2358.353297,-0.13038,51.50995
5006,162.99,Private room,FALSE,TRUE,2,TRUE,1,0,10,95,1,4.068844171,0.14500774,258.9121155,499.3723269,-0.12379,51.47183
5007,258.94,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,3.884124903,0.121356376,270.0156149,510.2449417,-0.12194,51.47359
5008,2587.55,Private room,FALSE,TRUE,3,TRUE,0,1,10,99,2,0.367443295,0.129183237,973.0129476,2434.794663,-0.13217,51.50989
5009,310.68,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,8,73,0,3.212430887,0.209230274,361.0574139,778.0218929,-0.1684,51.52184
5010,168.16,Private room,FALSE,TRUE,2,FALSE,0,1,9,86,1,4.413399606,0.444964614,315.1755182,710.1719836,-0.06698,51.52044
5011,543.29,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,4.023828364,0.56612749,510.8985405,767.1470924,-0.06961,51.50684
5012,179.92,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,1,6.147364337,1.432236408,195.0324601,430.8729668,-0.05505,51.54009
5013,773.54,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,96,1,0.345774631,0.229009965,947.0810219,1983.140379,-0.13249,51.50827
5014,773.54,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,90,1,0.372832496,0.149227948,942.744168,2300.287993,-0.13277,51.509
5015,300.1,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,0,4.940293816,0.516562434,284.8110922,569.1933544,-0.05717,51.51502
5016,647,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,94,2,3.234494392,0.299769837,608.0676454,962.3075416,-0.08139,51.50425
5017,317.03,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,7.607135834,1.806233603,145.6208405,358.8803279,-0.12637,51.43996
5018,156.4,Private room,FALSE,TRUE,2,FALSE,0,1,10,90,1,4.584794463,0.872386416,341.0633718,592.8278499,-0.06161,51.50577
5019,473.67,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,6,75,3,4.548397389,0.872082982,347.195516,599.1483916,-0.06213,51.50582
5020,146.29,Private room,FALSE,TRUE,2,TRUE,0,0,9,95,1,4.961510814,0.774702318,291.7382298,536.7736011,-0.05639,51.50404
5021,259.88,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,8,87,1,4.360842405,0.361806724,243.4181299,476.3697505,-0.12244,51.46926
5022,509.89,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,84,0,0.356806424,0.135285145,975.7205895,2403.895655,-0.13219,51.50965
5023,799.88,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,100,2,4.964244665,0.35791051,279.1689945,573.1664027,-0.0573,51.51676
5024,134.53,Private room,FALSE,TRUE,2,FALSE,0,1,9,89,1,7.280996606,1.871092534,154.9139166,343.6589446,-0.18325,51.45291
5025,262.71,Private room,FALSE,TRUE,2,TRUE,0,0,10,100,1,4.503863844,0.418532408,325.7081986,680.2268657,-0.06371,51.51564
